ccd_latcod	ccd_loncod	race_bully_percent
27.9597	-82.4738	0
27.9599	-82.4714	0
27.944	-82.2999	0
27.9433	-82.2912	0
27.9166	-82.2726	0
27.9885	-82.4642	0
28.0177	-82.1437	0
28.0891	-82.4684	0
28.0301	-82.4323	0
28.03	-82.434	0
28.0522	-82.5001	0
28.0345	-82.4667	0
27.8827	-82.5031	0
27.9383	-82.3692	0
27.9368	-82.3717	0
28.0141	-82.4528	0
27.9277	-82.5174	0
28.0502	-82.1759	0
28.0192	-82.5184	0
27.9489	-82.4291	0
27.9879	-82.5654	0
27.9904	-82.2103	0
27.9576	-82.4776	0
27.7937	-82.3627	0
27.7931	-82.3665	0
28.0077	-82.4983	0
28.0078	-82.4353	0
28.0094	-82.4362	0
27.9393	-82.4677	0
27.933	-82.5083	0
27.9702	-82.4652	0
28.053	-82.3757	0
27.9914	-82.4559	0
28.0202	-82.12	0
27.9696	-82.3803	0
28.0096	-82.3911	0
27.898	-82.2947	0
28.0755	-82.1553	0
28.057	-82.4778	0
27.8773	-82.5226	0
27.8773	-82.525	0
27.9666	-82.4577	0
28.0123	-82.5191	0
28.0129	-82.1133	0
28.1476	-82.4602	0
27.929	-82.5149	0
27.9062	-82.5207	0
27.9823	-82.3039	0
27.9519	-82.2812	0
28.0163	-82.1083	0
28.0229	-82.2857	0
27.9933	-82.4794	0
28.0595	-82.4564	0
27.9429	-82.4906	0
28.0132	-82.5597	0
28.081	-82.44	0
28.0041	-82.4826	0
27.9676	-82.407	0
27.9413	-82.3859	0
27.849	-82.1471	0
27.9237	-82.5043	0
27.9911	-82.1278	0
28.018	-82.1467	0
27.9869	-82.4232	0
27.8921	-82.3662	0
27.874	-82.3249	0
27.9475	-82.1713	0
27.8748	-82.5156	0
28.0102	-82.409	0
27.9533	-82.5205	0
27.9166	-82.4976	0
27.7117	-82.4328	0
27.966	-82.2755	0
28.004	-82.4547	0
28.0521	-82.4414	0
27.9575	-82.4377	0
27.9735	-82.0705	0
28.0257	-82.447	0
27.9746	-82.4942	0
28.0345	-82.3916	0
28.07	-82.4947	0
28.0519	-82.3119	0
27.8472	-82.4792	0
28.0012	-82.5617	0
28.0022	-82.5616	0
27.9663	-82.1383	0
27.9437	-82.1713	0
27.9916	-82.4069	0.12531
27.9376	-82.47	0.17825
28.0282	-82.1293	0
27.7097	-82.3017	0
28.0465	-82.4341	0
28.0145	-82.5756	0
27.942	-82.2756	0
27.9802	-82.4383	0
27.914	-82.2415	0.15106
27.9	-82.5093	0
27.775	-82.4021	0
28.0987	-82.5225	0
28.0081	-82.3756	0
28.1001	-82.5035	0
27.9972	-82.2789	0
28.0054	-82.296	0
27.9074	-82.275	0
28.0684	-82.5408	0.14306
28.0838	-82.5358	0
28.0477	-82.3727	0
28.1061	-82.5483	0
28.0302	-82.4867	0
27.9606	-82.4876	0
27.8875	-82.2485	0
27.8948	-82.2554	0.04537
28.1266	-82.4478	0
27.9992	-82.4343	0
27.9146	-82.3824	0
27.7397	-82.3673	0
27.9153	-82.3075	0
27.8026	-82.2888	0
27.9773	-82.1697	0
27.8881	-82.1719	0
28.0081	-82.2788	0
27.9295	-82.2428	0
27.9966	-82.4272	0
28.1413	-82.3237	0
27.9581	-82.4662	0
28.0794	-82.58	0
28.1577	-82.3543	0
27.9912	-82.4101	0
28.0366	-82.46	0
28.1523	-82.3653	0
27.9749	-82.4403	0.17699
27.8513	-82.3125	0
28.0555	-82.4044	0
27.8446	-82.2959	0
27.9483	-82.4528	0
28.0076	-82.2851	0
28.0453	-82.5923	0
27.9678	-82.3423	0
27.9809	-82.5109	0
27.9809	-82.5095	0
27.9354	-82.4364	0
27.6543	-82.3213	0
28.0552	-82.3441	0
27.968	-82.4629	0
27.9674	-82.3421	0
27.9964	-82.4155	0
28.022	-82.6028	0
28.0047	-82.1342	0
28.1134	-82.3918	0
28.1568	-82.5307	0
27.889	-82.3089	0
27.9563	-82.3352	0
27.9823	-82.4736	0
28.0725	-82.6346	0
28.0071	-82.1237	0
27.8749	-82.2399	0
28.0725	-82.6322	0
28.1347	-82.3845	0
27.877	-82.356	0
28.1333	-82.3832	0
28.1611	-82.5327	0
27.9904	-82.4335	0
27.6722	-82.4724	0
27.9791	-82.4385	0
28.147	-82.2859	0
28.0263	-82.3276	0
27.9072	-82.2297	0
27.9072	-82.2042	0
27.8595	-82.2075	0
28.0719	-82.4312	0
27.9589	-82.32	0
27.8336	-82.3198	0
27.9582	-82.4927	0
28.0302	-82.4848	0
27.9972	-82.5479	0
27.9591	-82.4775	0
27.9895	-82.4591	0
27.9583	-82.4496	0
28.0058	-82.415	0
28.071	-82.4316	0
27.7405	-82.3696	0
27.7954	-82.3698	0
27.8113	-82.3173	0
28.0046	-82.1348	0
27.9102	-82.3579	0
27.9128	-82.3574	0
27.9676	-82.3421	0
28.0171	-82.6014	0
27.9873	-82.4832	0
28.1676	-82.3478	0.17809
27.8844	-82.3545	0
27.8422	-82.2192	0.1002
27.8491	-82.2319	0
28.0539	-82.5975	0
27.9882	-82.456	0
28.1572	-82.3178	0
27.8566	-82.2068	0
28.0303	-82.4105	0
28.104	-82.4504	0
27.6636	-82.361	0
27.7812	-82.3688	0
27.7216	-82.4041	0
28.0671	-82.6161	0
28.114	-82.5742	0
28.1685	-82.3502	0
27.9967	-82.4155	0
27.968	-82.4632	0
27.9002	-82.3778	0
27.8543	-82.3337	0
28.0202	-82.2365	0
28.0394	-82.1326	0
27.8483	-82.2559	0
28.1613	-82.535	0
27.9887	-82.3843	0
28.0495	-82.4558	0
28.0213	-82.2364	0
28.0538	-82.4046	0
28.078	-82.5731	0
28.0537	-82.4429	0
28.0567	-82.4046	0
27.7178	-82.3206	0
27.8534	-82.2692	0
28.0015	-82.1241	0
28.0015	-82.1241	0
28.0394	-82.1326	0
27.9623	-82.4608	0
27.9831	-82.4338	0
27.8543	-82.3337	0
27.9695	-82.4162	0
27.9522	-82.4497	0
28.0444	-82.3946	0
28.0337	-82.4314	0
28.1122	-82.5748	0
27.9191	-82.3371	0
28.0337	-82.4314	0
27.9493	-82.4521	0
27.8907	-82.3181	0
28.0521	-82.3262	0
28.0537	-82.4429	0
27.9566	-82.519	0
28.1326	-82.4619	0
27.9901	-82.2114	0
27.9522	-82.4497	0
27.6643	-82.3619	0
27.973	-82.2838	0
27.9962	-82.281	0
28.043	-82.5498	0
27.9982	-82.4373	0
27.831	-82.302	0
27.8524	-82.2725	0
28.0301	-82.5974	0
27.8524	-82.2725	0
28.0209	-82.3859	0
28.0444	-82.3889	0
27.9664	-82.343	0
30.786	-85.6938	0
30.7945	-85.6832	0
30.9542	-85.5749	0
30.9257	-85.7378	0
30.7415	-85.9592	0
30.8049	-85.6828	0
30.7448	-85.9595	0
30.7945	-85.6832	0
27.6358	-80.4019	0
27.632	-80.425	0
27.5815	-80.4037	0
27.6538	-80.366	0
27.77	-80.6047	0
27.763	-80.4629	0
27.608	-80.4151	0
27.6724	-80.4293	0
27.6242	-80.4035	0
27.7675	-80.5178	0
27.7553	-80.4378	0
27.6753	-80.4136	0
27.7576	-80.5132	0
27.8047	-80.4766	0
27.6166	-80.4378	0
27.5679	-80.3831	0
27.5951	-80.4051	0
27.679	-80.4143	0
27.6345	-80.4559	0
27.6702	-80.4233	0
27.7145	-80.4204	0
27.7426	-80.4662	0
27.7892	-80.483	0
27.743	-80.4663	0
27.6119	-80.4517	0
27.7009	-80.4585	0
30.8124	-85.1987	0
30.7854	-85.2413	0
30.7801	-85.2153	0
30.7677	-85.2515	0
30.9544	-85.1652	0
30.7093	-84.9221	0
30.7053	-84.9421	0
30.7076	-85.0182	0
30.7128	-85.1894	0
30.7931	-85.3738	0
30.7929	-85.3673	0
30.9546	-85.5181	0
30.9724	-85.5069	0
30.7623	-85.2601	0
30.491	-83.8813	0
30.5493	-83.857	0
30.0547	-83.1684	0
30.0557	-83.1652	0
28.8294	-81.8822	0
28.5526	-81.7464	0
28.851	-81.6777	0
28.8383	-81.6896	0
28.8469	-81.6722	0
28.8603	-81.9103	0
28.5574	-81.8558	0
28.8078	-81.8886	0
28.8018	-81.6342	0
28.807	-81.7284	0
28.771	-81.7411	0
28.9302	-81.6651	0
28.846	-81.7807	0
28.8017	-81.8973	0
28.5799	-81.7411	0
28.8265	-81.8945	0
28.8089	-81.6316	0
28.8262	-81.9187	0
28.8124	-81.6769	0
28.7043	-81.7688	0
28.5723	-81.8857	0
28.81	-81.7211	0
28.9393	-81.6686	0
28.9954	-81.5413	0
28.575	-81.8163	0
28.5538	-81.8458	0
28.8584	-81.5259	0
28.8343	-81.6895	0
28.5594	-81.7571	0
28.8594	-81.6462	0
28.8375	-81.8964	0
28.9302	-81.9356	0
28.7119	-81.7258	0
28.5248	-81.722	0
28.5136	-81.7057	0
28.5589	-81.7543	0
28.5386	-81.7138	0
28.8014	-81.8993	0
28.8419	-81.7823	0
28.9699	-81.6469	0
28.4956	-81.7864	0
28.8054	-81.5937	0
28.9289	-81.6664	0
28.5008	-81.704	0
28.5839	-81.7295	0
28.5387	-81.7199	0
28.405	-81.6876	0
28.8151	-81.55	0
28.5512	-81.707	0
28.813	-81.88	0
28.8115	-81.7292	0
26.6954	-81.9147	0
26.5773	-81.7354	0
26.617	-81.8762	0
26.7175	-81.6098	0
26.3358	-81.775	0
26.5681	-81.9486	0
26.5451	-81.9017	0
26.5997	-81.8164	0
26.6612	-81.8434	0
26.6329	-81.8748	0
26.4493	-81.9392	0
26.6208	-81.865	0
26.6283	-81.8775	0
26.6356	-81.8471	0
26.6831	-81.8882	0
26.6092	-81.6269	0
26.6632	-81.9147	0
26.6769	-81.8052	0
26.6034	-81.8762	0
26.6163	-82.1136	0
26.4469	-82.1162	0
26.6688	-81.8204	0
26.6649	-81.9162	0
26.5692	-81.8684	0
26.5217	-81.9257	0
26.7132	-81.8414	0
26.5408	-81.9015	0
26.5804	-81.8826	0
26.6436	-81.9419	0
26.6423	-81.9422	0
26.7064	-81.7241	0
26.7079	-81.8819	0
26.3466	-81.7858	0
26.6511	-81.9023	0
26.4724	-81.7955	0
26.6091	-81.976	0
26.586	-81.9806	0
26.4863	-81.8158	0
26.647	-81.8392	0
26.5898	-82.0127	0
26.5865	-82.0122	0
26.6333	-81.8083	0
26.5982	-81.632	0
26.3683	-81.8045	0
26.6441	-81.851	0
26.6225	-81.7191	0
26.4376	-81.7588	0
26.6959	-81.7271	0
26.6188	-81.6895	0
26.6654	-82.005	0
26.4224	-81.7961	0
26.4551	-81.7956	0
26.6169	-81.9883	0
26.6217	-82.017	0
26.4574	-81.9429	0
26.6847	-81.9493	0
26.6083	-81.8436	0
26.6471	-81.8387	0
26.5695	-81.6153	0
26.6846	-81.9508	0
26.6425	-81.868	0
26.7467	-82.2614	0
26.3653	-81.7966	0
26.6569	-81.9757	0
26.4914	-81.8482	0
26.6028	-81.8167	0
26.5958	-81.6344	0
26.5378	-81.8481	0
26.6373	-81.6934	0
26.5585	-81.7509	0
26.588	-82.0225	0
26.5031	-81.9088	0
26.5876	-82.0168	0
26.5583	-81.6022	0
26.6221	-81.726	0
26.6452	-81.977	0
26.6608	-82.0062	0
26.6182	-82.0165	0
26.553	-81.7577	0
26.6329	-81.8343	0
26.7089	-81.6086	0
26.6219	-81.9889	0
26.6725	-81.7908	0
26.6461	-82.0338	0
26.5882	-82.0231	0
26.6586	-81.9762	0
26.5413	-81.8442	0
26.6698	-81.8065	0
26.6332	-81.855	0
26.5851	-81.7852	0
26.6204	-81.9892	0
26.7275	-81.9293	0
26.6734	-81.7894	0
26.5878	-82.023	0
26.5924	-81.8747	0
26.6227	-81.8726	0
26.5529	-81.7577	0
26.6083	-81.649	0
26.6541	-81.8272	0
26.3464	-81.7715	0
26.5999	-81.8535	0
26.5508	-81.8875	0
26.5999	-81.8535	0
26.6134	-81.9737	0
26.629	-81.7178	0
26.6373	-81.6934	0
26.5416	-81.7896	0
30.4455	-84.3495	0
30.4456	-84.2755	0
30.4532	-84.2658	0
30.4521	-84.2679	0
30.4321	-84.2568	0
30.4077	-84.2624	0
30.4267	-84.3342	0
30.4624	-84.2886	0
30.4625	-84.2866	0
30.314	-84.2465	0
30.4613	-84.3167	0
30.3834	-84.2834	0
30.4351	-84.3178	0
30.457	-84.2966	0
30.4596	-84.3067	0
30.4118	-84.2956	0
30.4184	-84.3034	0
30.4486	-84.339	0
30.5027	-84.2572	0
30.4761	-84.3222	0
30.4572	-84.3395	0
30.4747	-84.2113	0
30.4805	-84.2929	0
30.4356	-84.2162	0
30.3989	-84.2677	0
30.4362	-84.2113	0
30.4385	-84.5144	0
30.3989	-84.267	0
30.5839	-84.2263	0
30.4358	-84.1225	0
30.4931	-84.3392	0
30.5382	-84.2242	0
30.4609	-84.1814	0
30.6079	-84.2411	0
30.5572	-84.2758	0
30.4462	-84.1836	0
30.4448	-84.2865	0
30.5104	-84.347	0
30.5713	-84.2112	0
30.4929	-84.254	0
30.4158	-84.3403	0
30.4297	-84.2373	0
30.5312	-84.182	0
30.4192	-84.2939	0
30.5334	-84.1825	0
30.4135	-84.2239	0
30.4571	-84.2597	0
30.4367	-84.3356	0
30.4625	-84.2307	0
30.4405	-84.3343	0
30.4453	-84.347	0
30.4656	-84.2054	0
29.3753	-82.4469	0
29.4804	-82.8699	0
29.4627	-82.6285	0
29.465	-82.6288	0
29.1398	-83.0387	0
29.4867	-82.8607	0
29.3856	-82.4517	0
29.3842	-82.4514	0
29.3911	-82.4293	0
29.0389	-82.6908	0
29.4469	-82.6348	0
29.5082	-82.8799	0
29.5324	-82.8855	0
29.4476	-82.6338	0
30.4309	-84.9756	0
30.4003	-84.9774	0
30.389	-84.7979	0
30.1862	-84.9394	0
30.459	-83.6412	0
30.4243	-83.3063	0
30.5944	-83.3515	0
30.4814	-83.4539	0
30.4509	-83.6176	0
30.4542	-83.6165	0
30.4764	-83.4541	0
30.478	-83.4455	0
30.4691	-83.4103	0
30.4576	-83.4354	0
27.4313	-82.4723	0
27.5027	-82.7115	0
27.4912	-82.5805	0
27.4322	-82.5895	0
27.4436	-82.5934	0
27.4953	-82.5456	0
27.4911	-82.5951	0
27.4939	-82.6029	0
27.3509	-82.1615	0
27.4485	-82.5373	0
27.4745	-82.5661	0
27.5674	-82.558	0
27.5041	-82.6308	0
27.5182	-82.5746	0
27.5305	-82.5785	0
27.4715	-82.5968	0
27.4302	-82.557	0
27.4703	-82.5421	0
27.4683	-82.5507	0
27.5284	-82.562	0
27.539	-82.5511	0
27.5305	-82.525	0
27.4826	-82.5314	0
27.47	-82.6184	0
27.4266	-82.5529	0
27.4671	-82.6174	0
27.5048	-82.6379	0
27.5214	-82.5825	0
27.4136	-82.5519	0
27.5116	-82.6416	0
27.4829	-82.5658	0
27.4682	-82.4873	0
27.478	-82.5374	0
27.4324	-82.4351	0
27.4597	-82.6135	0
27.4978	-82.3862	0
27.4299	-82.4345	0
27.4709	-82.6317	0
27.3959	-82.5662	0
27.4687	-82.5881	0
27.487	-82.4468	0
27.4674	-82.5944	0
27.487	-82.5616	0
27.443	-82.4386	0
27.4766	-82.5379	0
27.5176	-82.5499	0
27.4825	-82.534	0
27.4272	-82.3941	0
27.4903	-82.4462	0
27.5753	-82.4901	0
27.4246	-82.3944	0
27.4049	-82.5208	0
27.4691	-82.5564	0
27.4465	-82.6015	0
27.3959	-82.5656	0
27.4979	-82.386	0
27.4511	-82.4808	0
27.3984	-82.3933	0
27.5975	-82.5144	0
27.487	-82.5616	0
27.5759	-82.4883	0
27.4617	-82.4225	0
27.5438	-82.4237	0
27.4823	-82.4371	0
27.6424	-82.5366	0
27.4866	-82.5675	0
27.5286	-82.5841	0
27.4386	-82.5918	0
27.4604	-82.526	0
27.4902	-82.5379	0
29.1661	-82.069	0
29.152	-82.4469	0
29.1987	-82.1541	0
29.2889	-82.1104	0
29.0535	-82.0561	0
29.0833	-82.0795	0
29.2005	-81.9106	0
29.1807	-82.1325	0
29.2805	-82.1926	0
29.1927	-82.1147	0
29.1814	-82.0858	0
28.9997	-81.9841	0
29.1907	-82.1513	0
29.1818	-82.1572	0
29.339	-82.1386	0
29.2146	-82.1234	0
29.1436	-82.0667	0
29.1822	-82.1331	0
29.3397	-82.1034	0
29.1616	-82.1195	0
28.9783	-81.93	0
29.1918	-82.1225	0
29.2165	-82.1366	0
29.1722	-82.0931	0
29.3312	-82.1627	0
29.0794	-81.979	0
29.3681	-82.2004	0
29.0692	-82.0876	0
29.0738	-82.4181	0
29.1627	-82.0737	0
29.0773	-82.4178	0
29.2475	-82.0813	0
29.1274	-82.1349	0
29.3849	-81.9707	0
29.0828	-82.0059	0
29.1743	-82.1786	0
29.0059	-82.1971	0
29.2292	-82.143	0
29.0087	-82.0133	0
29.0736	-82.0891	0
29.0517	-82.469	0
29.1208	-82.016	0
29.1019	-82.0496	0
29.1484	-82.1901	0
29.2037	-82.1012	0
29.4464	-82.2239	0
29.0865	-82.198	0
29.1544	-82.2497	0
29.1152	-82.0283	0
29.0863	-82.1948	0
29.1849	-82.1146	0
29.0051	-82.1906	0
29.2257	-82.1112	0
29.0165	-82.1983	0
29.184	-82.1146	0
29.0981	-82.0754	0
27.1623	-80.2918	0
27.1953	-80.2462	0
27.1695	-80.2502	0
27.1895	-80.2334	0
27.1642	-80.2809	0
27.1346	-80.1936	0
27.1462	-80.2071	0
27.0632	-80.1286	0
27.021	-80.4621	0
27.235	-80.2348	0
27.0208	-80.4754	0
27.0769	-80.2527	0
27.1421	-80.2315	0
27.1922	-80.243	0
27.0902	-80.2825	0
27.1396	-80.2302	0
27.2217	-80.2588	0
27.0979	-80.2029	0
27.1783	-80.2763	0
27.2404	-80.2664	0
27.165	-80.2306	0
27.1359	-80.2205	0
27.1198	-80.24	0
27.1751	-80.3171	0
27.1709	-80.2426	0
24.9941	-80.5369	0
24.5542	-81.7768	0
24.5573	-81.7869	0
24.7044	-81.0778	0
24.5637	-81.766	0
24.6602	-81.5302	0
24.7129	-81.0943	0
25.1525	-80.3876	0
24.5813	-81.7455	0
24.9924	-80.5409	0
24.5533	-81.7896	0
24.959	-80.571	0
24.5764	-81.7519	0
24.5638	-81.798	0
24.5812	-81.7726	0
24.5545	-81.7865	0
25.0134	-80.5122	0
24.5826	-81.7442	0
30.6655	-81.4451	0
30.6571	-81.4574	0
30.6374	-81.4522	0
30.6316	-81.5866	0
30.5611	-81.8302	0
30.5695	-81.8396	0
30.6868	-81.9268	0
30.386	-81.94	0
30.5577	-81.8311	0
30.6927	-81.9322	0
30.5507	-81.8832	0
30.6422	-81.6089	0
30.6622	-81.4459	0
30.6119	-81.5769	0
30.611	-81.5803	0
30.4121	-86.6384	0
30.7936	-86.6788	0
30.7816	-86.577	0
30.4472	-86.5825	0
30.7699	-86.5699	0
30.5221	-86.4758	0
30.4014	-86.4916	0
30.5273	-86.495	0
30.468	-86.5453	0
30.9586	-86.4628	0
30.5197	-86.4761	0
30.7694	-86.5711	0
30.421	-86.6385	0
30.7369	-86.5557	0
30.4484	-86.6227	0
30.437	-86.6321	0
30.4496	-86.5749	0
30.4205	-86.5978	0
30.4107	-86.6577	0
30.5129	-86.4622	0
30.4502	-86.6186	0
30.7895	-86.5602	0
30.4587	-86.6084	0
30.4133	-86.7299	0
30.4121	-86.6405	0
30.4189	-86.6345	0
30.4928	-86.4931	0
30.4617	-86.5868	0
30.4683	-86.6149	0
30.7719	-86.5437	0
30.4909	-86.4183	0
30.7138	-86.6112	0
30.7938	-86.5623	0
30.3992	-86.4252	0
30.6985	-86.5233	0
30.696	-86.5287	0
30.6964	-86.5263	0
30.6976	-86.5272	0
30.4211	-86.649	0
30.403	-86.6044	0
30.6983	-86.5233	0
30.5378	-86.4754	0
30.7695	-86.5697	0
30.7695	-86.5697	0
30.5124	-86.5023	0
30.7496	-86.5723	0
27.2377	-80.8348	0
27.2684	-80.829	0
27.221	-80.8359	0
27.2662	-80.8382	0
27.2701	-80.8389	0
27.2377	-80.8319	0
27.2377	-80.791	0
27.2697	-80.8713	0
27.2191	-80.8377	0
27.3984	-80.7854	0
27.2722	-80.8388	0
27.2889	-80.8164	0
27.3066	-80.8205	0
28.5456	-81.4954	0
28.4723	-81.423	0
28.3819	-81.3789	0
28.6391	-81.479	0
28.5203	-81.3657	0
28.5797	-81.3922	0
28.5457	-81.3673	0
28.5355	-81.3691	0
28.5113	-81.4062	0
28.5612	-81.3591	0
28.5257	-81.3898	0
28.5509	-81.3654	0
28.5194	-81.3588	0
28.5304	-81.3505	0
28.5104	-81.3944	0
28.5721	-81.384	0
28.5412	-81.4593	0
28.6859	-81.5074	0
28.5958	-81.3826	0
28.5667	-81.5412	0
28.5642	-81.6032	0
28.5578	-81.6071	0
28.4737	-81.3671	0
28.624	-81.4427	0
28.5663	-81.2467	0
28.7354	-81.6018	0
28.5706	-81.583	0
28.566	-81.3472	0
28.5663	-81.3471	0
28.6884	-81.5101	0
28.5051	-81.334	0
28.6066	-81.3294	0
28.5784	-81.3357	0
28.5832	-81.397	0
28.5762	-81.4313	0
28.5452	-81.3134	0
28.5604	-81.4574	0
28.515	-81.3649	0
28.5483	-81.4067	0
28.6121	-81.4117	0
28.5527	-81.3013	0
28.5808	-81.4489	0.0387
28.531	-81.3017	0
28.4701	-81.3859	0
28.5113	-81.4073	0
28.5728	-81.2965	0
28.6229	-81.4212	0
28.6348	-81.3435	0
28.4253	-81.3588	0
28.5935	-81.3176	0
28.527	-81.3259	0
28.5709	-81.45	0
28.4488	-81.3441	0
28.4562	-81.4487	0
28.6685	-81.4844	0
28.5254	-81.2959	0
28.6248	-81.5031	0
28.4608	-81.3791	0
28.5906	-81.4472	0
28.5845	-81.183	0
28.5676	-81.4737	0
28.4855	-81.3083	0
28.4977	-81.3545	0
28.5726	-81.2498	0.21858
28.5603	-81.471	0
28.5314	-81.3033	0
28.4695	-81.4217	0
28.46	-81.377	0
28.4539	-81.3825	0
28.6319	-81.3445	0
28.6315	-81.3712	0
28.5089	-81.5442	0
28.5951	-81.4632	0
28.6338	-81.4206	0
28.4709	-81.4266	0
28.6843	-81.5247	0
28.5614	-81.568	0
28.5339	-81.4089	0
28.6146	-81.3818	0
28.6964	-81.5205	0
28.5006	-81.3279	0
28.5986	-81.3085	0
28.5837	-81.3202	0
28.5442	-81.438	0
28.5857	-81.4617	0
28.4837	-81.3295	0
28.5767	-81.1229	0
28.4805	-81.4071	0
28.5407	-81.4747	0
28.5428	-81.5673	0
28.693	-81.5221	0
28.5049	-81.2741	0
28.5009	-81.2681	0
28.5677	-81.4873	0
28.5329	-81.3996	0
28.5243	-81.4334	0
28.5152	-81.4281	0
28.5252	-81.4364	0
28.605	-81.4656	0
28.5101	-81.3524	0
28.4616	-81.4899	0
28.5651	-81.5414	0
28.5585	-81.5688	0
28.525	-81.2543	0
28.6003	-81.5044	0
28.4698	-81.4771	0
28.4837	-81.4939	0
28.5005	-81.2977	0
28.72	-81.5112	0
28.522	-81.4937	0
28.4499	-81.3885	0
28.5875	-81.2533	0
28.3713	-81.3627	0
28.5777	-81.2157	0
28.503	-81.4983	0
28.4342	-81.506	0
28.384	-81.4236	0
28.6892	-81.4652	0
28.4691	-81.4937	0
28.4076	-81.4188	0
28.5826	-81.2165	0
28.546	-81.27	0
28.4901	-81.2596	0
28.6595	-81.4761	0
28.5165	-81.2353	0
28.3678	-81.4358	0
28.5778	-81.4036	0
28.3591	-81.4307	0
28.5291	-81.5122	0
28.5541	-81.3309	0
28.5248	-81.3205	0
28.6118	-81.4286	0
28.5418	-81.1923	0
28.6038	-81.4405	0
28.3857	-81.3807	0
28.5316	-81.1857	0
28.5264	-81.5569	0
28.605	-81.3986	0
28.5443	-81.3772	0
28.6462	-81.4795	0
28.6043	-81.4875	0
28.5856	-81.2193	0
28.4963	-81.316	0
28.5836	-81.491	0
28.5652	-81.1296	0
28.3714	-81.3445	0
28.5425	-81.3918	0
28.3543	-81.3743	0
28.5546	-81.2274	0
28.4219	-81.2619	0
28.4918	-81.5056	0.07605
28.5917	-81.5604	0
28.5466	-81.3891	0
28.5064	-81.3755	0
28.4911	-81.2831	0
28.5498	-81.1631	0
28.5112	-81.1488	0
28.5273	-81.1476	0
28.4984	-81.5065	0
28.4743	-81.2577	0
28.5027	-81.4204	0
28.463	-81.3958	0
28.5253	-81.5346	0
28.4565	-81.3981	0
28.5379	-81.3268	0
28.5818	-81.193	0
28.5129	-81.3582	0
28.517	-81.4531	0
28.5568	-81.483	0
28.5061	-81.4143	0
28.3575	-81.457	0
28.5397	-81.3539	0
28.5768	-81.4568	0
28.554	-81.6223	0
28.416	-81.4128	0
28.6124	-81.3646	0
28.3779	-81.4012	0
28.5722	-81.5189	0
28.5064	-81.3756	0
28.6382	-81.4736	0
28.4857	-81.4444	0
28.5434	-81.5466	0
28.4093	-81.2174	0
28.55	-81.1631	0
28.7293	-81.5407	0
28.394	-81.3449	0
28.4119	-81.4927	0
28.355	-81.349	0
28.7295	-81.5456	0
28.4743	-81.2716	0
28.4804	-81.613	0
28.5003	-81.1524	0
28.511	-81.1627	0
28.4595	-81.5597	0
28.5917	-81.5604	0
28.5451	-81.2187	0
28.4161	-81.4176	0
28.6001	-81.5579	0
28.5956	-81.167	0
28.5082	-81.2226	0
28.5137	-81.6121	0
28.5263	-81.1532	0
28.6039	-81.3056	0
28.5737	-81.4128	0
28.5805	-81.2005	0
28.3923	-81.389	0
28.3673	-81.2446	0
28.6118	-81.4286	0
28.4881	-81.6007	0
28.5607	-81.2962	0
28.4778	-81.469	0
28.5565	-81.1308	0
28.3809	-81.2473	0
28.5502	-81.3843	0
28.5178	-81.3115	0
28.5377	-81.6023	0
28.5801	-81.4761	0
28.4725	-81.3647	0
28.4725	-81.3647	0
28.5489	-81.3472	0
28.4423	-81.3383	0
28.6043	-81.4011	0
28.5066	-81.3752	0
28.6044	-81.3984	0
28.5679	-81.5759	0
28.5548	-81.2762	0
28.58	-81.4947	0
28.5472	-81.5184	0
28.5382	-81.4737	0
28.434	-81.2344	0
28.5377	-81.6024	0
28.5282	-81.4164	0
28.5737	-81.4121	0
28.362	-81.427	0
28.3121	-81.3519	0
28.2839	-81.3559	0
28.2971	-81.3476	0
28.3177	-81.4114	0
28.288	-81.4259	0
28.3109	-81.3771	0
28.2958	-81.4245	0
28.2334	-81.3004	0
28.2393	-81.2792	0
28.2373	-81.2741	0
28.24	-81.275	0
28.2282	-81.4892	0
28.3276	-81.3623	0
28.2328	-81.2535	0
28.295	-81.3594	0
28.3137	-81.3765	0
28.2549	-81.3024	0
28.2731	-81.4339	0
28.3275	-81.3683	0
28.2588	-81.3341	0
28.3344	-81.3438	0
28.1825	-81.4855	0
28.2341	-81.491	0
28.2436	-81.4643	0
28.3169	-81.4378	0
28.3197	-81.5448	0
28.3067	-81.4289	0
28.14	-81.4488	0
28.328	-81.2351	0
28.1698	-81.4984	0
28.2986	-81.3496	0
28.3068	-81.4088	0
28.2804	-81.3316	0
28.3185	-81.4082	0
28.2938	-81.3493	0
28.1659	-81.5018	0
28.2808	-81.3296	0
28.1855	-81.2906	0
28.1862	-81.4372	0
28.1883	-81.1529	0
28.2978	-81.5695	0
28.3415	-81.4018	0
28.3164	-81.4409	0
28.2955	-81.6518	0
28.3312	-81.3782	0
28.333	-81.436	0
28.1105	-81.4548	0
28.2481	-81.461	0
28.2989	-81.3615	0
28.2468	-81.3269	0
28.1625	-81.4419	0
28.326	-81.234	0
28.1552	-81.4868	0
28.3184	-81.6471	0
28.2015	-81.154	0
28.3347	-81.2812	0
28.2513	-81.4834	0
28.3212	-81.3927	0
28.3329	-81.4049	0
28.2621	-81.5233	0
26.3389	-80.1771	0
26.9325	-80.1008	0
26.9274	-80.105	0
26.8279	-80.076	0
26.824	-80.0904	0
26.8137	-80.086	0
26.8112	-80.0593	0
