ccd_latcod	ccd_loncod	race_bully_percent
34.6301	-86.7269	0
34.6619	-86.4779	0
34.6302	-86.7269	0
34.7609	-86.6954	0
34.6282	-86.4856	0
34.9401	-85.7205	0
34.9437	-85.7145	0
34.9386	-85.627	0
34.6084	-85.9172	0
34.7693	-85.6944	0
34.7223	-85.9691	0
34.8488	-85.6216	0
34.8442	-86.243	0
34.7006	-85.7639	0
34.5813	-85.9792	0
34.8217	-86.1145	0
34.6228	-86.2711	0
34.6819	-85.8441	0
34.877	-85.8172	0
34.8629	-85.8346	0
34.5172	-86.0017	0
34.9007	-85.7927	0
33.8155	-85.7652	0
33.7881	-85.7784	0
33.8357	-87.2773	0
33.8439	-87.2868	0
33.8322	-87.2629	0
33.8349	-87.2653	0.23923
33.8328	-87.2923	0
33.8452	-87.2878	0
33.6954	-86.6023	0.90293
33.6962	-86.5978	0
33.2898	-87.0486	0
33.5938	-86.9575	0
33.7545	-86.9905	0
33.5945	-86.9329	0
33.6472	-86.8168	0.11442
33.4437	-86.9552	0
33.631	-86.9576	0
33.6476	-86.6878	0
33.6431	-86.6615	1.23457
33.6964	-86.601	0.32362
33.4862	-87.0675	0
33.7581	-86.9643	0
33.5772	-86.9194	0
33.6458	-86.6974	0
33.6073	-86.8058	4.28212
33.6323	-86.7763	2.22222
33.6476	-86.8183	0.23229
33.6454	-86.8126	0
33.3339	-86.9283	0
33.5682	-86.8754	0
33.4421	-86.991	0
33.4293	-87.0329	0
33.5348	-86.7092	0.53763
33.7634	-86.802	0
33.4285	-86.924	3.79147
33.331	-87.0008	0.10593
33.5412	-86.9365	0
33.7864	-86.7648	0
33.6811	-86.8765	0
33.4268	-86.984	0
33.4365	-86.7586	0
33.4697	-87.1597	0
33.6902	-86.6818	0
33.7048	-86.6684	0
33.4371	-86.9871	0.51881
33.4905	-86.9726	0
33.4975	-86.9972	0
33.6908	-86.8146	0
33.5418	-86.6674	0.07794
33.8112	-86.8067	0
33.6534	-87.0736	0
33.4681	-87.163	0
33.5317	-86.6541	0
33.7529	-86.6986	0
33.7017	-86.6804	0
33.7574	-86.8111	0
33.5764	-86.9276	0
33.7797	-86.8046	0.17391
33.5434	-86.6628	0.49261
33.2895	-87.0481	0
33.4883	-86.9728	0.25316
33.8008	-86.9416	0
33.6445	-86.6989	0
		0
33.8983	-88.1298	0
33.7544	-88.1121	0
33.7507	-88.1257	0.14409
33.5621	-88.0374	0
32.8568	-85.197	0
32.8568	-85.197	0
32.8674	-85.1956	0
34.9246	-87.2672	0
34.8576	-87.4939	0
34.8979	-87.7968	0
34.8282	-87.2909	0.8427
34.8055	-87.681	0
34.9674	-87.373	0
34.9624	-87.5221	0
34.8724	-87.6954	0
34.9181	-88.0632	0
34.9271	-87.6703	0
34.8638	-87.5299	0.11287
34.6815	-87.3096	1.09489
34.4781	-87.2965	0
34.5675	-87.1731	0
34.5623	-87.4177	0
34.561	-87.4149	0
34.6818	-87.4088	0
34.4756	-87.2984	0
34.4766	-87.2902	0
34.476	-87.2904	0
34.4465	-87.4829	0
34.4163	-87.1715	0
34.4768	-87.297	0
34.5698	-87.1727	0
34.5667	-87.1736	0
34.5667	-87.1736	0
32.5495	-85.3731	0.12438
32.7138	-85.1888	0.26774
32.5891	-85.5795	0
32.5372	-85.099	0.42313
32.5322	-85.0943	0
32.5471	-85.3695	0
32.7107	-85.1882	0
32.5891	-85.5795	0
32.4964	-85.3967	0.45181
32.5431	-85.1149	0
32.5199	-85.0771	0
32.5369	-85.1008	0.09643
32.5378	-85.1008	0.19802
32.5973	-85.2236	0
34.9879	-86.8476	0
34.802	-87.1838	0
34.783	-86.8334	0
34.868	-86.8389	0
34.8552	-87.046	0
34.856	-86.933	0
34.7329	-86.9741	0
34.9399	-87.1235	0
34.7901	-86.7972	0
34.9312	-86.9692	0
34.9782	-86.821	0
34.8	-87.1522	0
32.2991	-87.789	0
32.3084	-87.7994	0
32.304	-87.7849	0
32.0569	-86.5529	0
32.1551	-86.6783	0
32.1551	-86.6783	0
32.2962	-86.7148	1.51515
31.9908	-86.5823	0
32.1833	-86.5808	0
31.9872	-86.5667	0
32.5607	-85.6566	0
32.4318	-85.7184	0
32.4213	-85.6872	0
32.4029	-85.9062	0
32.4006	-85.7336	0
32.4074	-85.67	0
34.9343	-86.5706	0
34.7376	-86.432	0
34.7914	-86.7154	0
34.5398	-86.401	0
34.8484	-86.7482	0
34.9376	-86.5699	0.07342
34.7022	-86.3755	0
34.9222	-86.7128	0.29528
34.7851	-86.715	0
34.5403	-86.4038	0
34.9088	-86.4241	0
34.5885	-86.456	0
34.8343	-86.7156	0
34.9439	-86.4989	0
34.7855	-86.523	0
34.8923	-86.5744	0
34.868	-86.7132	0
34.7896	-86.7837	0
34.7933	-86.4885	0
34.8703	-86.4553	0.21614
34.7654	-86.4548	0
34.889	-86.5198	0
34.7951	-86.7436	0
34.837	-86.7157	0
34.8252	-86.4779	0
34.8718	-86.4533	0.85106
34.7992	-86.4917	0
32.2795	-87.6323	0
32.4929	-87.8492	0
32.0507	-87.8023	0
32.0978	-87.8657	0
34.028	-87.7617	0
34.0196	-87.7634	0
33.9737	-87.9151	0
33.9719	-87.9156	0
34.2808	-87.8326	0
34.1383	-87.9914	2.65487
34.1388	-87.9913	0
34.2793	-87.6974	0
34.1167	-87.9944	0
34.1334	-88.0021	0
34.2819	-87.8312	0.43103
		0.43478
33.4588	-86.9113	0
33.4507	-86.9159	0
33.4493	-86.9419	0
30.7464	-88.2862	0
30.3961	-88.2473	0
30.7006	-88.1349	0
30.6622	-88.1489	0
30.6072	-88.0735	0
30.6695	-88.2517	0
30.8046	-88.2493	0
30.7028	-88.0847	0
30.7318	-88.1174	0
31.1121	-88.1151	0
31.0934	-88.2359	0
30.6722	-88.0501	0
30.5478	-88.1901	0
30.2498	-88.126	0
30.6628	-88.1465	0
30.682	-88.168	0
30.4446	-88.2454	0
30.6355	-88.1637	0
30.6932	-88.05	0
30.6563	-88.0842	0
30.772	-88.1354	0
30.6536	-88.1413	0
30.7184	-88.146	0
30.4841	-88.3446	0
30.5443	-88.0936	0
30.7619	-88.1585	0
30.7136	-88.1755	0
30.7168	-88.1825	0
30.6793	-88.0707	0
30.7803	-88.2785	0
30.5484	-88.1633	0
30.6487	-88.0872	0
30.6602	-88.108	0
30.4804	-88.3456	0
30.7389	-88.0566	0
30.6379	-88.1145	0
30.6828	-88.0867	0
30.6936	-88.119	0
30.7264	-88.1918	0
30.6285	-88.0854	0
30.6969	-88.1203	0
30.7448	-88.0982	0
30.7265	-88.1433	0
30.7863	-88.2904	0
30.641	-88.1436	0
30.7243	-88.369	0
30.5526	-88.1751	0
30.7142	-88.0865	0
30.7321	-88.1149	0
30.7432	-88.0807	0
30.588	-88.1811	0
30.736	-88.0712	0
30.6698	-88.074	0
30.847	-88.35	0
30.4421	-88.2802	0
30.6169	-88.1838	0
30.6825	-88.0456	0
30.7329	-88.0912	0
30.6969	-88.0584	0
30.6166	-88.2785	0
30.694	-88.12	0
30.6464	-88.2583	0
30.7021	-88.2774	0
31.029	-88.23	0
31.0608	-88.2318	0
30.8672	-88.2778	0
30.6658	-88.077	0
30.4426	-88.2906	0
30.7798	-88.2841	0
30.6139	-88.0717	0
30.7097	-88.0979	0
30.6923	-88.0992	0
30.5878	-88.2361	0
30.5445	-88.2337	0
30.7021	-88.0819	0
31.0899	-87.9998	0
30.5446	-88.1857	0
30.6407	-88.1421	0
30.5102	-88.2433	0
30.6679	-88.0687	0
30.6505	-88.2321	0
30.5168	-88.3363	0
30.9567	-88.0863	0
30.618	-88.2887	0
31.484	-87.3339	0
31.4317	-87.3406	0
31.7331	-87.1968	0
31.3024	-87.5021	0
31.7733	-87.4858	0
31.5245	-87.3281	0
31.5222	-87.3251	0
32.3692	-86.2995	0
32.341	-86.2974	0
32.3369	-86.2717	0
32.3477	-86.3083	0
32.3826	-86.2715	0
32.349	-86.3343	0.43103
32.3128	-86.4448	0
32.4185	-86.2793	0
32.3134	-86.2603	0
32.3904	-86.2448	0
32.3433	-86.2594	0
32.3405	-86.3157	0
32.3772	-86.2115	0
32.0466	-86.2237	0
32.3588	-86.3141	0
32.3667	-86.2521	0
32.3412	-86.296	0
32.3609	-86.2859	0
32.3506	-86.3257	0
32.355	-86.1027	0
32.3801	-86.2456	0
32.3715	-86.2811	0
32.399	-86.2795	0
32.3432	-86.2626	0
32.3169	-86.2834	0
32.2975	-86.2524	0
32.3895	-86.2672	0
32.1759	-86.3715	0
32.3779	-86.2715	0
32.3558	-86.3101	0
32.3017	-86.3427	0
32.3477	-86.234	0
32.3096	-86.3842	0
32.367	-86.3286	0
32.3016	-86.3487	0
32.3241	-86.2196	0.14641
32.3658	-86.3232	0
32.3628	-86.3134	0
32.3198	-86.22	0
32.3905	-86.1793	0
32.3528	-86.1635	0
32.2941	-86.2522	0
32.3213	-86.2187	0
32.4008	-86.19	0
32.3238	-86.2188	0
32.3725	-86.3056	0.17668
32.3029	-86.2374	0
32.3106	-86.1324	0
32.3059	-86.1518	0
32.3142	-86.1347	0
32.3479	-86.355	0
32.3718	-86.2924	0
32.373	-86.0544	0
34.432	-87.0899	0
34.3658	-86.9146	0
34.5959	-87.0659	0
34.4157	-87.0937	0
34.4745	-86.6981	0
34.4168	-87.0935	0
34.3339	-86.764	0
34.3663	-86.9123	2.6178
34.5331	-86.6055	0
34.5274	-86.8978	0
34.4487	-86.8432	0
34.4727	-86.6224	0
34.5853	-87.0795	0
34.5347	-86.8793	0
34.4133	-86.705	0
34.5853	-87.0795	0
34.5275	-86.898	2.80899
34.5594	-86.9681	0
33.481	-86.7196	0
33.5099	-86.7163	0
33.5015	-86.753	0
33.4909	-86.7125	0
33.4933	-86.756	0
33.4824	-86.7695	0
34.7436	-87.6503	0.14925
34.7392	-87.6627	0
34.743	-87.6469	0.11136
34.7571	-87.621	0
34.7445	-87.6507	0
34.7383	-87.6376	0
33.9333	-86.4959	0
33.9333	-86.4959	0
		0.5305
32.6491	-85.4208	0
32.6572	-85.3821	0
32.6358	-85.3766	0
32.656	-85.3674	0
32.6681	-85.3694	0
32.6599	-85.3848	0
32.6811	-85.3718	0
32.6178	-85.3735	0
31.2886	-86.2395	0
31.287	-86.2518	0
31.2767	-86.2587	0
33.5829	-85.9347	0
33.5936	-85.8678	0
33.5965	-85.8762	0
33.5986	-85.8759	0
33.6281	-85.747	0
33.6026	-85.936	0
31.4606	-85.6251	0
31.4531	-85.6536	1.12782
31.4356	-85.6468	0
31.4716	-85.6285	0
31.4634	-85.6584	0
33.5944	-86.3111	0
33.5775	-86.2858	0
33.5383	-86.2873	0
33.5828	-86.2955	0
33.5965	-86.2822	0
33.5839	-86.2944	0.71492
33.5602	-86.276	0
33.5608	-86.2663	0.17575
33.5839	-86.2944	0
32.4444	-87.516	0
32.4448	-87.5176	0
32.6346	-87.3217	0
32.632	-87.3348	0
32.485	-85.0397	0
32.4413	-85.0008	0.9901
32.4794	-85.0215	0.20141
32.4338	-85.0205	0
32.4369	-85.0014	0
32.4931	-85.0034	0
32.4672	-85.0232	0
32.5144	-85.0346	0
32.4821	-85.0253	0
32.4875	-85.0378	0
33.1344	-88.1556	0
33.1235	-88.1483	0
33.137	-88.1557	0
33.3757	-88.0151	0
33.325	-87.9067	0
33.3241	-87.9067	0
33.376	-88.0265	0
33.929	-85.6226	0
33.9271	-85.6157	0
